StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Intentions_1,Intentions_2,Intentions_3,Intentions_4,Intentions_5,Intentions_6,Intentions_7,Intentions_DO,Beliefs_1,Beliefs_2,Beliefs_3,Beliefs_4,Beliefs_5,Beliefs_6,Beliefs_7,Beliefs_8,Beliefs_DO,Control Items_1,Control Items_2,Control Items_3,Control Items_DO,Q19_1,Q19_2,Q19_3,Q19_DO,Q21,Q21_6_TEXT,Q22,Attention Check,Attention Check_DO,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Introduction_DO,Vignettes_DO
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Q_DuplicateRespondent,How likely are you to.. - Sign an online petition you agree with in the next month,How likely are you to.. - Sign an online petition you agree with if reading it takes less than thirty seconds.,How likely are you to.. - Sign an online petition you agree with if you must click a confirmation link sent to your email.,How likely are you to.. - Donate a few dollars to a cause you support in the next 7 days.,How likely are you to.. - Donate a few dollars to a cause you support if payment is possible through a phone app.,How likely are you to.. - Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.,How likely are you to.. - Look for small opportunities to help others this week.,How likely are you to.. - Display Order,To what extent do you agree... - One signature contributes meaningfully to petition goals.,To what extent do you agree... - Signing an online petition is easy to do.,To what extent do you agree... - Petitions can help issues gain attention.,To what extent do you agree... - Even a $1 donation contributes meaningfully to organization goals.,To what extent do you agree... - Donating a few dollars is easy to do.,To what extent do you agree... - Small donations can help fund change.,"To what extent do you agree... - Meaningful change happens only through large, high-impact efforts.","To what extent do you agree... - Small, everyday actions have a meaningful impact.",To what extent do you agree... - Display Order,"Answer the following: - In the past 30 days, how many online petitions did you sign?","Answer the following: - In the past 30 days, how many times did you donate $1 to $5 to a cause you support?","Answer the following: - In the past 30 days, how many times did you donate more than $5 to a cause you support?",Answer the following: - Display Order,To what extent do you agree... - I pay close attention to public issues on campus or in the news.,To what extent do you agree... - I am very civically engaged with my community.,To what extent do you agree... - I identify as an activist.,To what extent do you agree... - Display Order,What is your class year? - Selected Choice,What is your class year? - Other - Text,What is your gender?,What was the introductory passage about?,What was the introductory passage about? - Display Order,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Introduction - Display Order,Vignettes - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_DuplicateRespondent""}","{""ImportId"":""QID11_13""}","{""ImportId"":""QID11_14""}","{""ImportId"":""QID11_15""}","{""ImportId"":""QID11_16""}","{""ImportId"":""QID11_17""}","{""ImportId"":""QID11_18""}","{""ImportId"":""QID11_19""}","{""ImportId"":""QID11_DO""}","{""ImportId"":""QID15_19""}","{""ImportId"":""QID15_20""}","{""ImportId"":""QID15_21""}","{""ImportId"":""QID15_22""}","{""ImportId"":""QID15_23""}","{""ImportId"":""QID15_24""}","{""ImportId"":""QID15_25""}","{""ImportId"":""QID15_26""}","{""ImportId"":""QID15_DO""}","{""ImportId"":""QID20_30""}","{""ImportId"":""QID20_31""}","{""ImportId"":""QID20_32""}","{""ImportId"":""QID20_DO""}","{""ImportId"":""QID19_35""}","{""ImportId"":""QID19_36""}","{""ImportId"":""QID19_37""}","{""ImportId"":""QID19_DO""}","{""ImportId"":""QID21""}","{""ImportId"":""QID21_6_TEXT""}","{""ImportId"":""QID22""}","{""ImportId"":""QID9""}","{""ImportId"":""QID9_DO""}","{""ImportId"":""Q_StraightliningCount""}","{""ImportId"":""Q_StraightliningPercentage""}","{""ImportId"":""Q_StraightliningQuestions""}","{""ImportId"":""Q_UnansweredPercentage""}","{""ImportId"":""Q_UnansweredQuestions""}","{""ImportId"":""BL_7O692MW3fYwtbYa_DO""}","{""ImportId"":""BL_4NFnkEOPhNL5t30_DO""}"
2025-11-21 10:00:37,2025-11-21 10:03:36,IP Address,100,179,TRUE,2025-11-21 10:03:37,R_7FbwHFIA4fasBO1,anonymous,EN,,4,5,5,3,4,2,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,4,5,4,4,4,4,2,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",1,1,1,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",3,2,3,I pay close attention to public issues on campus or in the news.|I identify as an activist.|I am very civically engaged with my community.,2027,,Man,Petitions,Petitions|Data|Donations|Friends,0,0,,0,,Informed Consent,Instructions|Petitions - Change
2025-11-21 11:04:57,2025-11-21 11:11:11,IP Address,100,373,TRUE,2025-11-21 11:11:12,R_6PLycDdoQXNCULe,anonymous,EN,,2,1,2,2,2,2,5,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,3,5,2,4,3,5,3,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,1,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",2,2,,I identify as an activist.|I pay close attention to public issues on campus or in the news.|I am very civically engaged with my community.,2027,,Non-binary / Genderqueer/ Gender Non-conforming / Other,Donations,Data|Petitions|Donations|Friends,0,0,,0,,Informed Consent,Instructions|Donations - Change
2025-11-21 13:02:36,2025-11-21 13:08:37,IP Address,100,361,TRUE,2025-11-21 13:08:38,R_3MPTh79p8xYaF81,anonymous,EN,,5,5,,3,5,,5,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,,,,5,5,5,,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,3,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",2,2,,I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.|I identify as an activist.,2028,,Woman,Petitions,Data|Donations|Petitions|Friends,0,0,,0,,Informed Consent,Instructions|Petitions - Change
2025-11-20 17:08:49,2025-11-21 14:42:14,IP Address,100,77605,TRUE,2025-11-21 14:42:16,R_3IHiWQ3XlOK9nBA,anonymous,EN,,3,3,4,2,,,2,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,2,5,2,2,,2,5,3,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",2,2,3,I identify as an activist.|I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.,2028,,Woman,Donations,Friends|Donations|Data|Petitions,0,0,,0.125,QID20,Informed Consent,Instructions|Petitions - Change
2025-11-21 15:59:01,2025-11-21 16:01:00,IP Address,100,119,TRUE,2025-11-21 16:01:02,R_6d3R2rGooDwxg0t,anonymous,EN,,2,4,4,,2,,3,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,3,4,5,3,2,3,3,3,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",3,,,I am very civically engaged with my community.|I identify as an activist.|I pay close attention to public issues on campus or in the news.,2027,,Woman,Petitions,Data|Friends|Petitions|Donations,0,0,,0.125,QID20,Informed Consent,Instructions|Petitions - Change
2025-11-21 16:12:23,2025-11-21 16:16:53,IP Address,100,270,TRUE,2025-11-21 16:16:54,R_7UbA2yWQMk4EZxZ,anonymous,EN,,2,,,3,3,1,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,2,5,3,3,2,3,3,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",3,2,4,I pay close attention to public issues on campus or in the news.|I am very civically engaged with my community.|I identify as an activist.,2026,,Non-binary / Genderqueer/ Gender Non-conforming / Other,Petitions,Donations|Petitions|Data|Friends,0,0,,0.125,QID20,Informed Consent,Instructions|Donations - Change
2025-11-21 17:06:57,2025-11-21 17:09:43,IP Address,100,166,TRUE,2025-11-21 17:09:44,R_5gHp83kISAjlotZ,anonymous,EN,,1,,,,,,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,4,5,4,2,4,4,3,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",3,,,I identify as an activist.|I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.,2027,,Non-binary / Genderqueer/ Gender Non-conforming / Other,Donations,Data|Petitions|Donations|Friends,0,0,,0.125,QID20,Informed Consent,Instructions|Donations - Sustain
2025-11-22 11:45:01,2025-11-22 11:50:40,IP Address,100,339,TRUE,2025-11-22 11:50:41,R_6rDfOr6kdnZQsju,anonymous,EN,,5,5,5,2,2,2,3,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,5,5,5,4,3,5,1,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",3,0,1,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",5,4,4,I pay close attention to public issues on campus or in the news.|I identify as an activist.|I am very civically engaged with my community.,2027,,Man,Petitions,Donations|Data|Friends|Petitions,0,0,,0,,Informed Consent,Instructions|Petitions - Sustain
2025-11-22 11:52:56,2025-11-22 11:58:43,IP Address,100,347,TRUE,2025-11-22 11:58:44,R_1SWKMVr9hhKchG1,anonymous,EN,,5,5,3,2,4,3,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,3,5,5,3,2,3,2,3,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",5,3,2,I identify as an activist.|I pay close attention to public issues on campus or in the news.|I am very civically engaged with my community.,2029,,Woman,Donations,Data|Petitions|Friends|Donations,0,0,,0.125,QID20,Informed Consent,Instructions|Donations - Change
2025-11-22 14:12:45,2025-11-22 14:15:20,IP Address,100,155,TRUE,2025-11-22 14:15:21,R_5iPGP62sE4U9Vuy,anonymous,EN,,2,4,2,1,1,1,1,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,3,2,3,3,2,3,2,3,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",0,0,0,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",4,1,1,I am very civically engaged with my community.|I identify as an activist.|I pay close attention to public issues on campus or in the news.,2029,,Woman,Donations,Data|Donations|Friends|Petitions,0,0,,0,,Informed Consent,Instructions|Donations - Sustain
2025-11-23 03:50:06,2025-11-23 03:53:26,IP Address,100,199,TRUE,2025-11-23 03:53:27,R_5ltRmL2z8xWYQGn,anonymous,EN,,2,4,2,1,2,,5,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,4,4,5,5,,5,3,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",3,2,,I identify as an activist.|I pay close attention to public issues on campus or in the news.|I am very civically engaged with my community.,2029,,Man,Petitions,Friends|Data|Donations|Petitions,0,0,,0.125,QID20,Informed Consent,Instructions|Petitions - Sustain
2025-11-23 14:57:15,2025-11-23 14:59:44,IP Address,100,148,TRUE,2025-11-23 14:59:45,R_7udJsjA1i3EFOF3,anonymous,EN,,4,5,2,3,3,,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,4,5,3,4,2,5,3,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",1,,,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",3,3,1,I pay close attention to public issues on campus or in the news.|I am very civically engaged with my community.|I identify as an activist.,2026,,Woman,Petitions,Donations|Data|Friends|Petitions,0,0,,0,,Informed Consent,Instructions|Petitions - Sustain
2025-11-23 15:54:32,2025-11-23 15:59:46,IP Address,100,314,TRUE,2025-11-23 15:59:47,R_6t276fiu21iMZUd,anonymous,EN,,3,4,3,,,,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,5,4,5,5,3,5,,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",4,3,5,I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.|I identify as an activist.,2027,,Man,Petitions,Data|Donations|Friends|Petitions,0,0,,0.125,QID20,Informed Consent,Instructions|Petitions - Change
2025-11-23 16:11:06,2025-11-23 16:13:50,IP Address,100,163,TRUE,2025-11-23 16:13:51,R_7DNZzFO2WvSST1Z,anonymous,EN,,2,2,,,,,3,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,2,3,4,3,1,4,2,4,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",2,2,2,I identify as an activist.|I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.,2028,,Man,Donations,Petitions|Friends|Donations|Data,0,0,,0.125,QID20,Informed Consent,Instructions|Donations - Sustain
2025-11-23 18:04:26,2025-11-23 18:07:39,IP Address,100,192,TRUE,2025-11-23 18:07:39,R_6HjWFeuKtdDMiIh,anonymous,EN,,,,,3,4,3,,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,,4,,2,4,2,2,3,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,1,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",4,3,2,I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.|I identify as an activist.,2026,,Woman,Donations,Petitions|Data|Donations|Friends,0,0,,0,,Informed Consent,Instructions|Donations - Sustain
2025-11-23 18:59:08,2025-11-23 19:01:21,IP Address,100,132,TRUE,2025-11-23 19:01:22,R_1u1PaBZNts5un6x,anonymous,EN,,2,4,4,,4,,1,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,3,4,4,1,4,,4,2,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",2,,1,I identify as an activist.|I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.,2028,,Woman,Donations,Friends|Donations|Petitions|Data,0,0,,0.125,QID20,Informed Consent,Instructions|Donations - Change
2025-11-23 19:08:06,2025-11-23 19:11:33,IP Address,100,207,TRUE,2025-11-23 19:11:34,R_6eyHS9slLKXdycZ,anonymous,EN,,2,4,3,,,,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,2,5,4,2,3,3,2,4,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",3,4,4,I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.|I identify as an activist.,Grad,,Woman,Petitions,Petitions|Data|Friends|Donations,0,0,,0.125,QID20,Informed Consent,Instructions|Petitions - Sustain
2025-11-23 19:09:53,2025-11-23 19:13:53,IP Address,100,239,TRUE,2025-11-23 19:13:54,R_6bPmbPCrkSWgbYQ,anonymous,EN,,3,4,3,,2,2,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,4,5,4,4,2,4,,5,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",1,,,"In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",5,4,4,I identify as an activist.|I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.,2027,,Woman,Petitions,Data|Petitions|Friends|Donations,0,0,,0,,Informed Consent,Instructions|Petitions - Change
2025-11-23 19:20:32,2025-11-23 19:22:41,IP Address,100,128,TRUE,2025-11-23 19:22:42,R_6PuNECXejOKiRlL,anonymous,EN,,5,5,3,3,3,2,4,Sign an online petition you agree with in the next month|Sign an online petition you agree with if reading it takes less than thirty seconds.|Sign an online petition you agree with if you must click a confirmation link sent to your email.|Donate a few dollars to a cause you support in the next 7 days.|Donate a few dollars to a cause you support if payment is possible through a phone app.|Donate a few dollars to a cause you support if you need to open a phone payment app and complete a security screening.|Look for small opportunities to help others this week.,3,5,3,3,3,4,2,4,"One signature contributes meaningfully to petition goals.|Signing an online petition is easy to do.|Petitions can help issues gain attention.|Even a $1 donation contributes meaningfully to organization goals.|Donating a few dollars is easy to do.|Small donations can help fund change.|Meaningful change happens only through large, high-impact efforts.|Small, everyday actions have a meaningful impact.",0,,,"In the past 30 days, how many online petitions did you sign?|In the past 30 days, how many times did you donate $1 to $5 to a cause you support?|In the past 30 days, how many times did you donate more than $5 to a cause you support?",4,3,2,I am very civically engaged with my community.|I pay close attention to public issues on campus or in the news.|I identify as an activist.,2026,,Woman,Donations,Friends|Donations|Petitions|Data,0,0,,0,,Informed Consent,Instructions|Donations - Change
